,demand,drybulb,dewpnt,date,month,hour,day_of_week,day_of_year,weekend,holiday_name,holiday
1009817,812.0,34.0,28.0,1/14/2005,Jan,14,Fri,14,False,,False
1009818,805.0,34.0,25.0,1/14/2005,Jan,15,Fri,14,False,,False
1009819,806.0,32.0,19.0,1/14/2005,Jan,16,Fri,14,False,,False
1009820,841.0,31.0,18.0,1/14/2005,Jan,17,Fri,14,False,,False
1009821,891.0,29.0,18.0,1/14/2005,Jan,18,Fri,14,False,,False
1009822,894.0,27.0,13.0,1/14/2005,Jan,19,Fri,14,False,,False
1009823,874.0,25.0,18.0,1/14/2005,Jan,20,Fri,14,False,,False
1009824,861.0,23.0,16.0,1/14/2005,Jan,21,Fri,14,False,,False
1009825,826.0,21.0,16.0,1/14/2005,Jan,22,Fri,14,False,,False
1009826,763.0,21.0,10.0,1/14/2005,Jan,23,Fri,14,False,,False
1009827,700.0,22.0,10.0,1/14/2005,Jan,24,Fri,14,False,,False
1009828,662.0,21.0,10.0,1/15/2005,Jan,1,Sat,15,True,,False
1009829,638.0,20.0,11.0,1/15/2005,Jan,2,Sat,15,True,,False
1009830,621.0,19.0,13.0,1/15/2005,Jan,3,Sat,15,True,,False
1009831,620.0,18.0,10.0,1/15/2005,Jan,4,Sat,15,True,,False
1009832,630.0,18.0,9.0,1/15/2005,Jan,5,Sat,15,True,,False
1009833,654.0,16.0,8.0,1/15/2005,Jan,6,Sat,15,True,,False
1009834,714.0,15.0,8.0,1/15/2005,Jan,7,Sat,15,True,,False
1009835,771.0,14.0,8.0,1/15/2005,Jan,8,Sat,15,True,,False
1009836,812.0,13.0,9.0,1/15/2005,Jan,9,Sat,15,True,,False
1009837,827.0,15.0,9.0,1/15/2005,Jan,10,Sat,15,True,,False
1009838,836.0,18.0,8.0,1/15/2005,Jan,11,Sat,15,True,,False
1009839,838.0,20.0,8.0,1/15/2005,Jan,12,Sat,15,True,,False
1009840,825.0,21.0,9.0,1/15/2005,Jan,13,Sat,15,True,,False
1009841,805.0,22.0,9.0,1/15/2005,Jan,14,Sat,15,True,,False
1009842,799.0,22.0,9.0,1/15/2005,Jan,15,Sat,15,True,,False
1009843,802.0,24.0,11.0,1/15/2005,Jan,16,Sat,15,True,,False
1009844,842.0,23.0,12.0,1/15/2005,Jan,17,Sat,15,True,,False
1009845,899.0,22.0,13.0,1/15/2005,Jan,18,Sat,15,True,,False
1009846,906.0,20.0,12.0,1/15/2005,Jan,19,Sat,15,True,,False
1009847,877.0,19.0,11.0,1/15/2005,Jan,20,Sat,15,True,,False
1009848,864.0,18.0,11.0,1/15/2005,Jan,21,Sat,15,True,,False
1009849,832.0,17.0,10.0,1/15/2005,Jan,22,Sat,15,True,,False
1009850,766.0,19.0,11.0,1/15/2005,Jan,23,Sat,15,True,,False
1009851,707.0,18.0,10.0,1/15/2005,Jan,24,Sat,15,True,,False
1009852,667.0,18.0,9.0,1/16/2005,Jan,1,Sun,16,True,,False
1009853,642.0,18.0,9.0,1/16/2005,Jan,2,Sun,16,True,,False
1009854,628.0,18.0,9.0,1/16/2005,Jan,3,Sun,16,True,,False
1009855,621.0,19.0,9.0,1/16/2005,Jan,4,Sun,16,True,,False
1009856,629.0,19.0,10.0,1/16/2005,Jan,5,Sun,16,True,,False
1009857,639.0,19.0,10.0,1/16/2005,Jan,6,Sun,16,True,,False
1009858,685.0,18.0,9.0,1/16/2005,Jan,7,Sun,16,True,,False
1009859,737.0,18.0,10.0,1/16/2005,Jan,8,Sun,16,True,,False
1009860,786.0,17.0,10.0,1/16/2005,Jan,9,Sun,16,True,,False
1009861,820.0,18.0,12.0,1/16/2005,Jan,10,Sun,16,True,,False
1009862,832.0,20.0,10.0,1/16/2005,Jan,11,Sun,16,True,,False
1009863,838.0,20.0,10.0,1/16/2005,Jan,12,Sun,16,True,,False
1009864,833.0,21.0,10.0,1/16/2005,Jan,13,Sun,16,True,,False
1009865,817.0,21.0,9.0,1/16/2005,Jan,14,Sun,16,True,,False
1009866,809.0,22.0,10.0,1/16/2005,Jan,15,Sun,16,True,,False
1009867,812.0,22.0,11.0,1/16/2005,Jan,16,Sun,16,True,,False
1009868,849.0,21.0,11.0,1/16/2005,Jan,17,Sun,16,True,,False
1009869,920.0,20.0,11.0,1/16/2005,Jan,18,Sun,16,True,,False
1009870,920.0,19.0,10.0,1/16/2005,Jan,19,Sun,16,True,,False
1009871,889.0,19.0,11.0,1/16/2005,Jan,20,Sun,16,True,,False
1009872,868.0,18.0,12.0,1/16/2005,Jan,21,Sun,16,True,,False
1009873,821.0,18.0,14.0,1/16/2005,Jan,22,Sun,16,True,,False
1009874,749.0,18.0,12.0,1/16/2005,Jan,23,Sun,16,True,,False
1009875,698.0,16.0,12.0,1/16/2005,Jan,24,Sun,16,True,,False
1009876,668.0,14.0,10.0,1/17/2005,Jan,1,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009877,648.0,14.0,10.0,1/17/2005,Jan,2,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009878,640.0,12.0,9.0,1/17/2005,Jan,3,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009879,640.0,12.0,7.0,1/17/2005,Jan,4,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009880,654.0,10.0,7.0,1/17/2005,Jan,5,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009881,705.0,10.0,7.0,1/17/2005,Jan,6,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009882,790.0,10.0,5.0,1/17/2005,Jan,7,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009883,869.0,10.0,5.0,1/17/2005,Jan,8,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009884,907.0,9.0,5.0,1/17/2005,Jan,9,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009885,921.0,9.0,3.0,1/17/2005,Jan,10,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009886,930.0,10.0,3.0,1/17/2005,Jan,11,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009887,932.0,10.0,3.0,1/17/2005,Jan,12,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009888,919.0,10.0,7.0,1/17/2005,Jan,13,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009889,904.0,11.0,5.0,1/17/2005,Jan,14,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009890,885.0,10.0,5.0,1/17/2005,Jan,15,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009891,892.0,10.0,5.0,1/17/2005,Jan,16,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009892,908.0,10.0,5.0,1/17/2005,Jan,17,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009893,952.0,10.0,3.0,1/17/2005,Jan,18,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009894,950.0,9.0,-1.0,1/17/2005,Jan,19,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009895,930.0,8.0,0.0,1/17/2005,Jan,20,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009896,915.0,7.0,-1.0,1/17/2005,Jan,21,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009897,875.0,6.0,-5.0,1/17/2005,Jan,22,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009898,801.0,5.0,-4.0,1/17/2005,Jan,23,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009899,749.0,4.0,-6.0,1/17/2005,Jan,24,Mon,17,False,"Birthday of Martin Luther King, Jr.",True
1009900,714.0,2.0,-7.0,1/18/2005,Jan,1,Tue,18,False,,False
1009901,694.0,2.0,-7.0,1/18/2005,Jan,2,Tue,18,False,,False
1009902,690.0,1.0,-7.0,1/18/2005,Jan,3,Tue,18,False,,False
1009903,694.0,0.0,-10.0,1/18/2005,Jan,4,Tue,18,False,,False
1009904,711.0,-2.0,-12.0,1/18/2005,Jan,5,Tue,18,False,,False
1009905,773.0,-4.0,-13.0,1/18/2005,Jan,6,Tue,18,False,,False
1009906,891.0,-6.0,-16.0,1/18/2005,Jan,7,Tue,18,False,,False
1009907,941.0,-7.0,-16.0,1/18/2005,Jan,8,Tue,18,False,,False
1009908,937.0,-8.0,-17.0,1/18/2005,Jan,9,Tue,18,False,,False
1009909,937.0,-8.0,-17.0,1/18/2005,Jan,10,Tue,18,False,,False
1009910,936.0,-7.0,-17.0,1/18/2005,Jan,11,Tue,18,False,,False
1009911,941.0,-5.0,-16.0,1/18/2005,Jan,12,Tue,18,False,,False
1009912,933.0,-5.0,-16.0,1/18/2005,Jan,13,Tue,18,False,,False
1009913,923.0,-4.0,-16.0,1/18/2005,Jan,14,Tue,18,False,,False
1009914,905.0,-3.0,-15.0,1/18/2005,Jan,15,Tue,18,False,,False
1009915,899.0,-2.0,-15.0,1/18/2005,Jan,16,Tue,18,False,,False
1009916,923.0,-3.0,-15.0,1/18/2005,Jan,17,Tue,18,False,,False
1009917,976.0,-4.0,-16.0,1/18/2005,Jan,18,Tue,18,False,,False
1009918,983.0,-5.0,-16.0,1/18/2005,Jan,19,Tue,18,False,,False
1009919,963.0,-6.0,-16.0,1/18/2005,Jan,20,Tue,18,False,,False
1009920,939.0,-8.0,-14.0,1/18/2005,Jan,21,Tue,18,False,,False
1009921,905.0,-9.0,-15.0,1/18/2005,Jan,22,Tue,18,False,,False
1009922,835.0,-9.0,-15.0,1/18/2005,Jan,23,Tue,18,False,,False
1009923,779.0,-10.0,-15.0,1/18/2005,Jan,24,Tue,18,False,,False
1009924,734.0,-10.0,-15.0,1/19/2005,Jan,1,Wed,19,False,,False
1009925,718.0,-11.0,-15.0,1/19/2005,Jan,2,Wed,19,False,,False
1009926,708.0,-8.0,-13.0,1/19/2005,Jan,3,Wed,19,False,,False
1009927,706.0,-5.0,-12.0,1/19/2005,Jan,4,Wed,19,False,,False
1009928,717.0,-3.0,-11.0,1/19/2005,Jan,5,Wed,19,False,,False
1009929,772.0,0.0,-10.0,1/19/2005,Jan,6,Wed,19,False,,False
1009930,874.0,1.0,-10.0,1/19/2005,Jan,7,Wed,19,False,,False
1009931,934.0,1.0,-10.0,1/19/2005,Jan,8,Wed,19,False,,False
1009932,923.0,2.0,-10.0,1/19/2005,Jan,9,Wed,19,False,,False
1009933,913.0,3.0,-10.0,1/19/2005,Jan,10,Wed,19,False,,False
1009934,921.0,5.0,-8.0,1/19/2005,Jan,11,Wed,19,False,,False
1009935,926.0,6.0,-6.0,1/19/2005,Jan,12,Wed,19,False,,False
1009936,916.0,8.0,-4.0,1/19/2005,Jan,13,Wed,19,False,,False
1009937,906.0,9.0,-4.0,1/19/2005,Jan,14,Wed,19,False,,False
1009938,898.0,11.0,-3.0,1/19/2005,Jan,15,Wed,19,False,,False
1009939,895.0,12.0,1.0,1/19/2005,Jan,16,Wed,19,False,,False
1009940,919.0,13.0,5.0,1/19/2005,Jan,17,Wed,19,False,,False
1009941,966.0,16.0,9.0,1/19/2005,Jan,18,Wed,19,False,,False
1009942,966.0,16.0,10.0,1/19/2005,Jan,19,Wed,19,False,,False
1009943,939.0,16.0,10.0,1/19/2005,Jan,20,Wed,19,False,,False
1009944,912.0,16.0,10.0,1/19/2005,Jan,21,Wed,19,False,,False
1009945,866.0,16.0,12.0,1/19/2005,Jan,22,Wed,19,False,,False
1009946,780.0,16.0,12.0,1/19/2005,Jan,23,Wed,19,False,,False
1009947,725.0,16.0,12.0,1/19/2005,Jan,24,Wed,19,False,,False
1009948,691.0,16.0,12.0,1/20/2005,Jan,1,Thu,20,False,,False
1009949,673.0,16.0,13.0,1/20/2005,Jan,2,Thu,20,False,,False
1009950,657.0,16.0,12.0,1/20/2005,Jan,3,Thu,20,False,,False
1009951,659.0,16.0,12.0,1/20/2005,Jan,4,Thu,20,False,,False
1009952,674.0,16.0,12.0,1/20/2005,Jan,5,Thu,20,False,,False
1009953,733.0,16.0,12.0,1/20/2005,Jan,6,Thu,20,False,,False
1009954,848.0,12.0,9.0,1/20/2005,Jan,7,Thu,20,False,,False
1009955,900.0,12.0,8.0,1/20/2005,Jan,8,Thu,20,False,,False
1009956,899.0,10.0,3.0,1/20/2005,Jan,9,Thu,20,False,,False
1009957,904.0,9.0,1.0,1/20/2005,Jan,10,Thu,20,False,,False
1009958,900.0,10.0,2.0,1/20/2005,Jan,11,Thu,20,False,,False
1009959,910.0,10.0,1.0,1/20/2005,Jan,12,Thu,20,False,,False
1009960,899.0,10.0,1.0,1/20/2005,Jan,13,Thu,20,False,,False
1009961,892.0,9.0,0.0,1/20/2005,Jan,14,Thu,20,False,,False
1009962,878.0,8.0,0.0,1/20/2005,Jan,15,Thu,20,False,,False
1009963,876.0,7.0,-2.0,1/20/2005,Jan,16,Thu,20,False,,False
1009964,901.0,5.0,-4.0,1/20/2005,Jan,17,Thu,20,False,,False
1009965,962.0,3.0,-6.0,1/20/2005,Jan,18,Thu,20,False,,False
1009966,955.0,1.0,-7.0,1/20/2005,Jan,19,Thu,20,False,,False
1009967,952.0,1.0,-8.0,1/20/2005,Jan,20,Thu,20,False,,False
1009968,937.0,0.0,-8.0,1/20/2005,Jan,21,Thu,20,False,,False
1009969,899.0,1.0,-8.0,1/20/2005,Jan,22,Thu,20,False,,False
1009970,812.0,1.0,-8.0,1/20/2005,Jan,23,Thu,20,False,,False
1009971,752.0,-1.0,-10.0,1/20/2005,Jan,24,Thu,20,False,,False
1009972,718.0,-2.0,-10.0,1/21/2005,Jan,1,Fri,21,False,,False
1009973,704.0,-3.0,-11.0,1/21/2005,Jan,2,Fri,21,False,,False
1009974,696.0,-4.0,-12.0,1/21/2005,Jan,3,Fri,21,False,,False
1009975,700.0,-5.0,-13.0,1/21/2005,Jan,4,Fri,21,False,,False
1009976,714.0,-7.0,-14.0,1/21/2005,Jan,5,Fri,21,False,,False
1009977,763.0,-7.0,-14.0,1/21/2005,Jan,6,Fri,21,False,,False
1009978,871.0,-8.0,-16.0,1/21/2005,Jan,7,Fri,21,False,,False
1009979,921.0,-9.0,-16.0,1/21/2005,Jan,8,Fri,21,False,,False
1009980,920.0,-10.0,-17.0,1/21/2005,Jan,9,Fri,21,False,,False
1009981,923.0,-10.0,-18.0,1/21/2005,Jan,10,Fri,21,False,,False
1009982,922.0,-8.0,-19.0,1/21/2005,Jan,11,Fri,21,False,,False
1009983,928.0,-9.0,-19.0,1/21/2005,Jan,12,Fri,21,False,,False
1009984,925.0,-8.0,-19.0,1/21/2005,Jan,13,Fri,21,False,,False
1009985,913.0,-7.0,-20.0,1/21/2005,Jan,14,Fri,21,False,,False
1009986,902.0,-6.0,-19.0,1/21/2005,Jan,15,Fri,21,False,,False
1009987,896.0,-5.0,-19.0,1/21/2005,Jan,16,Fri,21,False,,False
1009988,920.0,-6.0,-20.0,1/21/2005,Jan,17,Fri,21,False,,False
1009989,964.0,-7.0,-19.0,1/21/2005,Jan,18,Fri,21,False,,False
1009990,967.0,-8.0,-20.0,1/21/2005,Jan,19,Fri,21,False,,False
1009991,942.0,-9.0,-20.0,1/21/2005,Jan,20,Fri,21,False,,False
1009992,928.0,-10.0,-20.0,1/21/2005,Jan,21,Fri,21,False,,False
1009993,905.0,-10.0,-20.0,1/21/2005,Jan,22,Fri,21,False,,False
1009994,840.0,-10.0,-19.0,1/21/2005,Jan,23,Fri,21,False,,False
1009995,776.0,-11.0,-20.0,1/21/2005,Jan,24,Fri,21,False,,False
1009996,749.0,-12.0,-19.0,1/22/2005,Jan,1,Sat,22,True,,False
1009997,729.0,-13.0,-21.0,1/22/2005,Jan,2,Sat,22,True,,False
1009998,707.0,-16.0,-19.0,1/22/2005,Jan,3,Sat,22,True,,False
1009999,709.0,-15.0,-21.0,1/22/2005,Jan,4,Sat,22,True,,False
1010000,717.0,-15.0,-21.0,1/22/2005,Jan,5,Sat,22,True,,False
1010001,745.0,-15.0,-21.0,1/22/2005,Jan,6,Sat,22,True,,False
1010002,784.0,-14.0,-21.0,1/22/2005,Jan,7,Sat,22,True,,False
1010003,832.0,-14.0,-20.0,1/22/2005,Jan,8,Sat,22,True,,False
1010004,877.0,-12.0,-19.0,1/22/2005,Jan,9,Sat,22,True,,False
1010005,907.0,-10.0,-16.0,1/22/2005,Jan,10,Sat,22,True,,False
1010006,910.0,-7.0,-16.0,1/22/2005,Jan,11,Sat,22,True,,False
1010007,911.0,-4.0,-14.0,1/22/2005,Jan,12,Sat,22,True,,False
1010008,905.0,-4.0,-14.0,1/22/2005,Jan,13,Sat,22,True,,False
1010009,885.0,-2.0,-14.0,1/22/2005,Jan,14,Sat,22,True,,False
1010010,866.0,-1.0,-12.0,1/22/2005,Jan,15,Sat,22,True,,False
1010011,877.0,0.0,-10.0,1/22/2005,Jan,16,Sat,22,True,,False
1010012,895.0,0.0,-8.0,1/22/2005,Jan,17,Sat,22,True,,False
1010013,927.0,0.0,-5.0,1/22/2005,Jan,18,Sat,22,True,,False
1010014,919.0,0.0,-5.0,1/22/2005,Jan,19,Sat,22,True,,False
1010015,884.0,0.0,-5.0,1/22/2005,Jan,20,Sat,22,True,,False
1010016,867.0,1.0,-3.0,1/22/2005,Jan,21,Sat,22,True,,False
1010017,835.0,1.0,-1.0,1/22/2005,Jan,22,Sat,22,True,,False
1010018,762.0,3.0,-1.0,1/22/2005,Jan,23,Sat,22,True,,False
1010019,711.0,1.0,-1.0,1/22/2005,Jan,24,Sat,22,True,,False
1010020,683.0,1.0,-1.0,1/23/2005,Jan,1,Sun,23,True,,False
1010021,657.0,2.0,-2.0,1/23/2005,Jan,2,Sun,23,True,,False
1010022,643.0,1.0,-3.0,1/23/2005,Jan,3,Sun,23,True,,False
1010023,635.0,1.0,-3.0,1/23/2005,Jan,4,Sun,23,True,,False
1010024,643.0,1.0,-3.0,1/23/2005,Jan,5,Sun,23,True,,False
1010025,656.0,2.0,-3.0,1/23/2005,Jan,6,Sun,23,True,,False
1010026,696.0,1.0,-3.0,1/23/2005,Jan,7,Sun,23,True,,False
1010027,739.0,1.0,-3.0,1/23/2005,Jan,8,Sun,23,True,,False
1010028,792.0,0.0,-5.0,1/23/2005,Jan,9,Sun,23,True,,False
1010029,825.0,-1.0,-7.0,1/23/2005,Jan,10,Sun,23,True,,False
1010030,842.0,-1.0,-7.0,1/23/2005,Jan,11,Sun,23,True,,False
1010031,851.0,0.0,-7.0,1/23/2005,Jan,12,Sun,23,True,,False
1010032,842.0,0.0,-8.0,1/23/2005,Jan,13,Sun,23,True,,False
1010033,833.0,0.0,-8.0,1/23/2005,Jan,14,Sun,23,True,,False
1010034,825.0,0.0,-7.0,1/23/2005,Jan,15,Sun,23,True,,False
1010035,836.0,0.0,-8.0,1/23/2005,Jan,16,Sun,23,True,,False
1010036,857.0,0.0,-8.0,1/23/2005,Jan,17,Sun,23,True,,False
1010037,922.0,0.0,-10.0,1/23/2005,Jan,18,Sun,23,True,,False
1010038,927.0,-1.0,-11.0,1/23/2005,Jan,19,Sun,23,True,,False
1010039,900.0,-2.0,-12.0,1/23/2005,Jan,20,Sun,23,True,,False
1010040,878.0,-4.0,-11.0,1/23/2005,Jan,21,Sun,23,True,,False
1010041,829.0,-7.0,-12.0,1/23/2005,Jan,22,Sun,23,True,,False
1010042,760.0,-6.0,-12.0,1/23/2005,Jan,23,Sun,23,True,,False
1010043,710.0,-11.0,-15.0,1/23/2005,Jan,24,Sun,23,True,,False
1010044,683.0,-9.0,-14.0,1/24/2005,Jan,1,Mon,24,False,,False
1010045,674.0,-10.0,-15.0,1/24/2005,Jan,2,Mon,24,False,,False
1010046,666.0,-10.0,-16.0,1/24/2005,Jan,3,Mon,24,False,,False
1010047,669.0,-10.0,-15.0,1/24/2005,Jan,4,Mon,24,False,,False
1010048,686.0,-12.0,-19.0,1/24/2005,Jan,5,Mon,24,False,,False
1010049,742.0,-11.0,-16.0,1/24/2005,Jan,6,Mon,24,False,,False
1010050,857.0,-11.0,-16.0,1/24/2005,Jan,7,Mon,24,False,,False
1010051,905.0,-11.0,-17.0,1/24/2005,Jan,8,Mon,24,False,,False
1010052,906.0,-8.0,-14.0,1/24/2005,Jan,9,Mon,24,False,,False
1010053,907.0,-2.0,-10.0,1/24/2005,Jan,10,Mon,24,False,,False
1010054,904.0,0.0,-9.0,1/24/2005,Jan,11,Mon,24,False,,False
1010055,910.0,2.0,-7.0,1/24/2005,Jan,12,Mon,24,False,,False
1010056,904.0,6.0,-6.0,1/24/2005,Jan,13,Mon,24,False,,False
1010057,897.0,8.0,-4.0,1/24/2005,Jan,14,Mon,24,False,,False
1010058,882.0,10.0,-3.0,1/24/2005,Jan,15,Mon,24,False,,False
1010059,882.0,11.0,-1.0,1/24/2005,Jan,16,Mon,24,False,,False
1010060,905.0,13.0,0.0,1/24/2005,Jan,17,Mon,24,False,,False
1010061,953.0,12.0,3.0,1/24/2005,Jan,18,Mon,24,False,,False
1010062,954.0,12.0,9.0,1/24/2005,Jan,19,Mon,24,False,,False
1010063,931.0,14.0,10.0,1/24/2005,Jan,20,Mon,24,False,,False
1010064,907.0,14.0,10.0,1/24/2005,Jan,21,Mon,24,False,,False
1010065,868.0,15.0,10.0,1/24/2005,Jan,22,Mon,24,False,,False
1010066,781.0,16.0,10.0,1/24/2005,Jan,23,Mon,24,False,,False
1010067,724.0,16.0,12.0,1/24/2005,Jan,24,Mon,24,False,,False
1010068,689.0,16.0,12.0,1/25/2005,Jan,1,Tue,25,False,,False
1010069,653.0,18.0,16.0,1/25/2005,Jan,2,Tue,25,False,,False
1010070,642.0,18.0,12.0,1/25/2005,Jan,3,Tue,25,False,,False
1010071,644.0,16.0,9.0,1/25/2005,Jan,4,Tue,25,False,,False
1010072,669.0,14.0,5.0,1/25/2005,Jan,5,Tue,25,False,,False
1010073,744.0,13.0,4.0,1/25/2005,Jan,6,Tue,25,False,,False
1010074,856.0,12.0,2.0,1/25/2005,Jan,7,Tue,25,False,,False
1010075,906.0,10.0,3.0,1/25/2005,Jan,8,Tue,25,False,,False
1010076,896.0,9.0,3.0,1/25/2005,Jan,9,Tue,25,False,,False
1010077,895.0,8.0,0.0,1/25/2005,Jan,10,Tue,25,False,,False
1010078,894.0,8.0,-1.0,1/25/2005,Jan,11,Tue,25,False,,False
1010079,895.0,7.0,-2.0,1/25/2005,Jan,12,Tue,25,False,,False
1010080,888.0,8.0,-4.0,1/25/2005,Jan,13,Tue,25,False,,False
1010081,880.0,8.0,-5.0,1/25/2005,Jan,14,Tue,25,False,,False
1010082,870.0,9.0,-5.0,1/25/2005,Jan,15,Tue,25,False,,False
1010083,871.0,9.0,-6.0,1/25/2005,Jan,16,Tue,25,False,,False
1010084,887.0,9.0,-4.0,1/25/2005,Jan,17,Tue,25,False,,False
1010085,944.0,8.0,-4.0,1/25/2005,Jan,18,Tue,25,False,,False
1010086,949.0,8.0,-5.0,1/25/2005,Jan,19,Tue,25,False,,False
1010087,926.0,7.0,-4.0,1/25/2005,Jan,20,Tue,25,False,,False
1010088,913.0,7.0,-4.0,1/25/2005,Jan,21,Tue,25,False,,False
1010089,875.0,5.0,-3.0,1/25/2005,Jan,22,Tue,25,False,,False
1010090,790.0,4.0,-2.0,1/25/2005,Jan,23,Tue,25,False,,False
1010091,732.0,5.0,-1.0,1/25/2005,Jan,24,Tue,25,False,,False
1010092,696.0,7.0,0.0,1/26/2005,Jan,1,Wed,26,False,,False
1010093,681.0,5.0,1.0,1/26/2005,Jan,2,Wed,26,False,,False
1010094,669.0,5.0,1.0,1/26/2005,Jan,3,Wed,26,False,,False
1010095,669.0,5.0,1.0,1/26/2005,Jan,4,Wed,26,False,,False
1010096,688.0,7.0,1.0,1/26/2005,Jan,5,Wed,26,False,,False
1010097,745.0,7.0,1.0,1/26/2005,Jan,6,Wed,26,False,,False
1010098,854.0,5.0,1.0,1/26/2005,Jan,7,Wed,26,False,,False
1010099,907.0,5.0,2.0,1/26/2005,Jan,8,Wed,26,False,,False
1010100,903.0,5.0,1.0,1/26/2005,Jan,9,Wed,26,False,,False
1010101,907.0,5.0,0.0,1/26/2005,Jan,10,Wed,26,False,,False
1010102,910.0,5.0,0.0,1/26/2005,Jan,11,Wed,26,False,,False
1010103,923.0,7.0,1.0,1/26/2005,Jan,12,Wed,26,False,,False
1010104,916.0,7.0,1.0,1/26/2005,Jan,13,Wed,26,False,,False
1010105,908.0,5.0,0.0,1/26/2005,Jan,14,Wed,26,False,,False
1010106,892.0,7.0,0.0,1/26/2005,Jan,15,Wed,26,False,,False
1010107,889.0,5.0,-1.0,1/26/2005,Jan,16,Wed,26,False,,False
1010108,903.0,5.0,-3.0,1/26/2005,Jan,17,Wed,26,False,,False
1010109,949.0,3.0,-5.0,1/26/2005,Jan,18,Wed,26,False,,False
1010110,961.0,1.0,-7.0,1/26/2005,Jan,19,Wed,26,False,,False
1010111,942.0,0.0,-8.0,1/26/2005,Jan,20,Wed,26,False,,False
1010112,928.0,0.0,-9.0,1/26/2005,Jan,21,Wed,26,False,,False
1010113,889.0,-1.0,-10.0,1/26/2005,Jan,22,Wed,26,False,,False
1010114,808.0,-2.0,-11.0,1/26/2005,Jan,23,Wed,26,False,,False
1010115,754.0,-3.0,-11.0,1/26/2005,Jan,24,Wed,26,False,,False
1010116,725.0,-3.0,-12.0,1/27/2005,Jan,1,Thu,27,False,,False
1010117,711.0,-6.0,-13.0,1/27/2005,Jan,2,Thu,27,False,,False
1010118,707.0,-6.0,-13.0,1/27/2005,Jan,3,Thu,27,False,,False
1010119,705.0,-7.0,-13.0,1/27/2005,Jan,4,Thu,27,False,,False
1010120,719.0,-7.0,-15.0,1/27/2005,Jan,5,Thu,27,False,,False
1010121,774.0,-8.0,-16.0,1/27/2005,Jan,6,Thu,27,False,,False
1010122,884.0,-10.0,-16.0,1/27/2005,Jan,7,Thu,27,False,,False
1010123,936.0,-10.0,-16.0,1/27/2005,Jan,8,Thu,27,False,,False
1010124,924.0,-10.0,-16.0,1/27/2005,Jan,9,Thu,27,False,,False
1010125,916.0,-7.0,-15.0,1/27/2005,Jan,10,Thu,27,False,,False
1010126,913.0,-5.0,-14.0,1/27/2005,Jan,11,Thu,27,False,,False
1010127,921.0,-3.0,-14.0,1/27/2005,Jan,12,Thu,27,False,,False
1010128,906.0,-1.0,-14.0,1/27/2005,Jan,13,Thu,27,False,,False
1010129,895.0,0.0,-13.0,1/27/2005,Jan,14,Thu,27,False,,False
1010130,880.0,1.0,-13.0,1/27/2005,Jan,15,Thu,27,False,,False
1010131,878.0,2.0,-13.0,1/27/2005,Jan,16,Thu,27,False,,False
1010132,903.0,2.0,-12.0,1/27/2005,Jan,17,Thu,27,False,,False
1010133,958.0,0.0,-13.0,1/27/2005,Jan,18,Thu,27,False,,False
1010134,986.0,0.0,-13.0,1/27/2005,Jan,19,Thu,27,False,,False
1010135,975.0,-2.0,-13.0,1/27/2005,Jan,20,Thu,27,False,,False
1010136,954.0,-3.0,-13.0,1/27/2005,Jan,21,Thu,27,False,,False
1010137,909.0,-6.0,-14.0,1/27/2005,Jan,22,Thu,27,False,,False
1010138,830.0,-5.0,-13.0,1/27/2005,Jan,23,Thu,27,False,,False
1010139,779.0,-7.0,-14.0,1/27/2005,Jan,24,Thu,27,False,,False
1010140,749.0,-8.0,-13.0,1/28/2005,Jan,1,Fri,28,False,,False
1010141,734.0,-10.0,-15.0,1/28/2005,Jan,2,Fri,28,False,,False
1010142,726.0,-11.0,-16.0,1/28/2005,Jan,3,Fri,28,False,,False
1010143,726.0,-11.0,-17.0,1/28/2005,Jan,4,Fri,28,False,,False
1010144,739.0,-12.0,-18.0,1/28/2005,Jan,5,Fri,28,False,,False
1010145,795.0,-12.0,-18.0,1/28/2005,Jan,6,Fri,28,False,,False
1010146,900.0,-12.0,-18.0,1/28/2005,Jan,7,Fri,28,False,,False
